0.008348,0.007771,0.008875,0.010387,0.003432,0.012778,0.016725,0.016116,0.006757,0.003913,0.005539,0.013664,0.007884,0.032903,0.012917,0.003521,0.007718,0.010970,0.007650,0.018019,0.005197,0.008180,0.005128,0.015139,0.006664,0.005825,0.010058,0.016732,0.011102,0.007800,0.015250,0.009793,0.010937,0.009307,0.003832,0.010681,0.007233,0.008876,0.011240,0.003743,0.006454,0.008845,0.007672,0.008121,0.024262,0.011693,0.008263,0.006286,0.001884,0.009269,0.008999,0.008761,0.017836,0.003063,0.006909,0.010657,0.013653,0.017181,0.011268,0.008946,0.006784,0.009113,0.006037,0.009167,0.008763,0.007360,0.017563,0.009258,0.007988,0.025716,0.014941,0.008916,0.010305,0.011248,0.006154,0.009326,0.012093,0.007670,0.007208,0.005326,0.014038,0.015345,0.008332,0.012434,0.009154,0.006015,0.009502,0.003832,0.006460,0.032020,0.005930,0.006348,0.012582,0.005329,0.008892,0.007573,0.010052,0.011530,0.006255,0.008811
0.008698,0.009288,0.008332,0.008191,0.017415,0.007015,0.008683,0.005554,0.011997,0.031278,0.007422,0.010609,0.008517,0.002958,0.007708,0.010272,0.008191,0.008103,0.006371,0.004365,0.008139,0.008799,0.008773,0.008097,0.011688,0.007580,0.008002,0.005340,0.013702,0.017362,0.012035,0.007269,0.007040,0.009799,0.011307,0.003457,0.007507,0.005086,0.012059,0.021651,0.012868,0.010119,0.007012,0.006921,0.005635,0.007329,0.016569,0.008999,0.050431,0.008181,0.008454,0.007914,0.004310,0.003290,0.014169,0.008343,0.011573,0.011795,0.007443,0.007968,0.005291,0.008640,0.004911,0.007997,0.011280,0.013216,0.011029,0.004665,0.011722,0.009297,0.004344,0.008003,0.008379,0.009495,0.007038,0.003839,0.011079,0.010140,0.003258,0.003929,0.017179,0.006263,0.007229,0.009089,0.008205,0.007083,0.008187,0.006686,0.006086,0.016878,0.009903,0.014279,0.005294,0.038941,0.008790,0.017503,0.009556,0.005317,0.026872,0.008124
0.016534,0.025306,0.011300,0.007959,0.002776,0.009497,0.013699,0.007196,0.008989,0.002275,0.009397,0.005439,0.007010,0.008553,0.007136,0.013502,0.008761,0.008078,0.006654,0.006336,0.006186,0.007594,0.005273,0.014456,0.012865,0.013181,0.007106,0.011195,0.012758,0.005438,0.016355,0.009139,0.009937,0.004927,0.019057,0.015307,0.010104,0.006198,0.002001,0.004563,0.005535,0.009674,0.011927,0.008479,0.020247,0.006786,0.016669,0.007006,0.001760,0.008269,0.008377,0.009293,0.014243,0.008044,0.006665,0.008793,0.010608,0.015181,0.006934,0.016574,0.009503,0.010572,0.006564,0.008528,0.012352,0.006580,0.015269,0.019700,0.007964,0.002764,0.018691,0.008297,0.007952,0.007438,0.018813,0.014704,0.014973,0.005301,0.041163,0.021483,0.004220,0.007359,0.006618,0.019972,0.007146,0.004602,0.008421,0.004522,0.012992,0.005318,0.005479,0.004210,0.006473,0.004737,0.008951,0.006969,0.007706,0.005227,0.022590,0.006775
0.006006,0.004599,0.007186,0.007864,0.020413,0.006146,0.006820,0.007847,0.007639,0.035324,0.003475,0.009247,0.007312,0.002928,0.005716,0.029093,0.009265,0.007836,0.007632,0.005225,0.012229,0.008885,0.017944,0.007555,0.012650,0.006710,0.008658,0.005055,0.015945,0.004915,0.006211,0.007110,0.006705,0.013325,0.006328,0.006805,0.012939,0.006061,0.023672,0.009573,0.009300,0.007545,0.007311,0.006602,0.003397,0.011279,0.013633,0.005494,0.051185,0.007498,0.008010,0.007186,0.009998,0.002892,0.006954,0.007602,0.015075,0.005556,0.008807,0.007846,0.004902,0.007736,0.016313,0.007728,0.015340,0.014094,0.014219,0.005239,0.007315,0.019496,0.007310,0.007649,0.007684,0.008190,0.009430,0.008360,0.009173,0.013214,0.002887,0.003643,0.017604,0.004262,0.011802,0.004053,0.011870,0.016034,0.008091,0.020401,0.007009,0.019104,0.014750,0.017844,0.005904,0.004710,0.011534,0.014483,0.007757,0.001856,0.003182,0.007810
0.009748,0.011663,0.008551,0.007661,0.050727,0.009857,0.007580,0.005447,0.010881,0.043919,0.004086,0.009550,0.008174,0.002842,0.012704,0.002783,0.010872,0.006767,0.005767,0.002061,0.022201,0.012296,0.010519,0.007768,0.006872,0.005062,0.007181,0.004398,0.007303,0.016886,0.012706,0.007191,0.007698,0.013173,0.003244,0.002501,0.011389,0.013714,0.006834,0.024801,0.014165,0.007512,0.008170,0.006771,0.002835,0.006416,0.012835,0.005651,0.038377,0.007743,0.008103,0.008043,0.003566,0.007574,0.017012,0.009171,0.016351,0.004652,0.006060,0.007643,0.003676,0.007603,0.011278,0.008076,0.015654,0.006230,0.013400,0.005830,0.006933,0.001641,0.004217,0.008037,0.010515,0.007525,0.004022,0.003739,0.021154,0.019515,0.001564,0.003509,0.017364,0.002269,0.008321,0.014206,0.008727,0.012880,0.008007,0.014286,0.012705,0.004596,0.007759,0.012455,0.005333,0.022293,0.006816,0.017973,0.007899,0.007902,0.003041,0.007019
0.007319,0.005972,0.008290,0.008999,0.014846,0.007166,0.007194,0.006611,0.011391,0.033742,0.004158,0.016803,0.008928,0.003456,0.011631,0.003755,0.012574,0.008565,0.009889,0.003131,0.018237,0.014253,0.012859,0.006803,0.012972,0.006211,0.008545,0.012295,0.019462,0.010198,0.006396,0.008401,0.007730,0.017450,0.004354,0.003801,0.007792,0.008531,0.007030,0.028866,0.019233,0.008491,0.007895,0.008589,0.003534,0.008410,0.019942,0.007827,0.032406,0.007119,0.009011,0.008463,0.004053,0.002685,0.019027,0.008925,0.023483,0.005399,0.007434,0.009120,0.006595,0.008493,0.003517,0.009360,0.017245,0.008818,0.007372,0.004600,0.007771,0.005517,0.005133,0.009916,0.009608,0.011047,0.006037,0.005213,0.009335,0.012286,0.008396,0.005426,0.013869,0.003019,0.007585,0.012243,0.008511,0.005226,0.008912,0.009343,0.009205,0.005086,0.011638,0.010413,0.006032,0.024503,0.012280,0.021279,0.008655,0.010554,0.003547,0.008762
0.012044,0.016838,0.009922,0.008198,0.012605,0.007023,0.014891,0.006485,0.011255,0.007307,0.026624,0.004684,0.014027,0.003980,0.009296,0.005161,0.007070,0.008962,0.008814,0.011448,0.004751,0.007875,0.010816,0.009273,0.006405,0.005557,0.010692,0.004143,0.004414,0.018721,0.018010,0.007865,0.007297,0.004934,0.018571,0.009260,0.009673,0.008280,0.005514,0.008786,0.007923,0.008979,0.006939,0.006986,0.008056,0.010452,0.012580,0.009315,0.001745,0.008899,0.008889,0.009570,0.007248,0.006609,0.005859,0.009300,0.006311,0.013416,0.007785,0.011687,0.022209,0.010161,0.031767,0.008699,0.011841,0.006671,0.015644,0.010441,0.010863,0.015685,0.015789,0.008785,0.008591,0.010275,0.008938,0.004080,0.018203,0.009102,0.005569,0.011808,0.006465,0.007078,0.012385,0.004130,0.012108,0.017267,0.008554,0.003846,0.007615,0.010039,0.013590,0.004607,0.009759,0.004823,0.009232,0.015787,0.007933,0.010261,0.026870,0.006513
0.004161,0.002784,0.006618,0.011043,0.001552,0.007363,0.007213,0.005914,0.011974,0.016035,0.009554,0.015714,0.006236,0.026198,0.006867,0.023283,0.009324,0.008497,0.010046,0.009488,0.006594,0.008221,0.004815,0.006427,0.006270,0.013796,0.008041,0.018256,0.005723,0.011135,0.005310,0.011062,0.010375,0.007331,0.006591,0.009751,0.005891,0.004561,0.036647,0.017251,0.010424,0.008206,0.013216,0.010755,0.004182,0.010314,0.004150,0.003749,0.030619,0.008390,0.009071,0.008216,0.006482,0.003442,0.007368,0.009338,0.008857,0.010783,0.012487,0.008297,0.004573,0.008414,0.003734,0.008406,0.008406,0.012791,0.005967,0.011073,0.007483,0.015360,0.007819,0.008995,0.009248,0.007725,0.006916,0.009075,0.004255,0.010612,0.013444,0.012040,0.006795,0.003732,0.007098,0.010988,0.007490,0.004845,0.010112,0.025049,0.006366,0.017845,0.015905,0.007854,0.011083,0.032781,0.005326,0.006691,0.008353,0.024195,0.010455,0.008444
0.004393,0.002981,0.006853,0.012351,0.004801,0.012213,0.008188,0.015952,0.006600,0.004653,0.008430,0.006877,0.007828,0.015364,0.006904,0.023100,0.007219,0.010017,0.011468,0.006691,0.008629,0.007622,0.007320,0.011113,0.007412,0.008723,0.011460,0.008023,0.020544,0.005426,0.007779,0.010965,0.010791,0.005477,0.005262,0.030924,0.005267,0.004485,0.003323,0.006250,0.008535,0.008477,0.007222,0.007435,0.023374,0.012175,0.004479,0.005473,0.004311,0.008773,0.008483,0.008132,0.023908,0.003556,0.004662,0.008849,0.005578,0.006560,0.010919,0.008577,0.019011,0.008529,0.010546,0.008534,0.008538,0.006035,0.006210,0.023472,0.009068,0.005295,0.008419,0.008607,0.008391,0.007930,0.020683,0.020498,0.015822,0.005080,0.018506,0.024748,0.004400,0.021810,0.010630,0.007534,0.011042,0.017398,0.008612,0.009260,0.009457,0.011528,0.015100,0.006956,0.011901,0.004900,0.014987,0.012331,0.008382,0.003568,0.007686,0.009439
0.005089,0.003365,0.007315,0.010246,0.015091,0.010883,0.015036,0.014081,0.006406,0.002682,0.029131,0.005795,0.006457,0.003410,0.008829,0.008768,0.007349,0.010663,0.008563,0.012766,0.006632,0.008506,0.013849,0.012953,0.012629,0.005424,0.008314,0.005213,0.006219,0.020910,0.012823,0.007720,0.007616,0.016339,0.020719,0.002825,0.007131,0.010459,0.007524,0.012446,0.010157,0.011600,0.010886,0.011152,0.023608,0.007083,0.004182,0.011716,0.001864,0.009072,0.009184,0.008794,0.003711,0.004762,0.018959,0.009004,0.006075,0.009124,0.013027,0.008306,0.009248,0.007794,0.009444,0.008980,0.004716,0.012083,0.005645,0.020318,0.012203,0.032124,0.022996,0.009441,0.010528,0.010170,0.006683,0.005605,0.004132,0.007292,0.012059,0.010827,0.008838,0.012640,0.007956,0.006803,0.008719,0.005964,0.008746,0.020220,0.009576,0.003064,0.008541,0.003611,0.015961,0.010870,0.005390,0.004911,0.008416,0.005403,0.022303,0.009337
