Fold,Accuracy,Precision,Recall,F1-Score
1,0.8296296296296296,0.8426666666666668,0.7654668753260303,0.7949811603921193
2,0.8208955223880597,0.7366149068322981,0.732981220657277,0.7334472049689442
3,0.8283582089552238,0.7679182233291824,0.741245726104881,0.7491313131313131
4,0.8432835820895522,0.8548412698412697,0.8016361416361416,0.8214350072961073
5,0.8283582089552238,0.7769812206572769,0.7648797579232361,0.7702962035878181
